"order_id","customer_id","product_id","order_date","quantity","amount_cleaned","name","email","gender","birthdate","payment_id","payment_method","payment_status","payment_date","product_name","category","price_formatted","shipping_id","shipping_method","shipping_date","shipping_status","status"
"ORD10343","CUST1127","PROD1040","2025-07-11",5,"$148.39","Jason Powell","fgilbert@gmail.com","N/A","1958-06-21","N/A","N/A","N/A","N/A","Team","Clothing","$10.63","N/A","N/A",,"N/A","N/A"
"ORD10344","CUST1123","PROD1015","2024-08-14",4,"$152.23","Michelle Harmon","mitchellkathryn@cole-palmer.biz","Male","1989-06-19","PAY10343","Bank Transfer","Failed","2024-12-23","Blood","Groceries","$27.58","N/A","N/A",,"N/A","N/A"
"ORD10345","CUST1176","PROD1003","2024-11-09",2,"$222.6","Michael Elliott","theresalong@grant-diaz.com","N/A","1981-04-15","PAY10202","Cash","Pending","2025-02-11","Table","Electronics","$177.1","N/A","N/A",,"N/A","N/A"
"ORD10346","CUST1118","PROD1013","2024-09-17",3,"$305.3","Victor Baker","xwilliams@ball.info","N/A","1989-04-09","PAY10016","Bank Transfer","Pending","2024-09-21","Design","Books","$199.5","SHP10099","Standard","2025-07-16","In Transit","Shipping"
"ORD10347","CUST1183","PROD1020","2025-02-20",3,"$487.81 ","Ashley Barton","ojackson@harvey.com","N/A","1956-02-02","N/A","N/A","N/A","N/A","Remember","Books","$165.52","N/A","N/A",,"N/A","N/A"
"ORD10348","CUST1194","PROD1023","2024-10-17",5,"$283.02","John Bishop","santiagoamanda@hall.info","Female","1985-11-19","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","N/A","N/A",,"N/A","N/A"
"ORD10349","CUST1061","PROD1029","2025-02-21",1,"$137.4 ","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","N/A","N/A","N/A","N/A","East","Electronics","$199.12","SHP10047","Express","2025-07-16","Delivered","Success"
"ORD10350","CUST1036","PROD1006","2025-06-05",1,"$148.65","Sherri Baker","bowenrobert@hotmail.com","Male","1970-07-26","N/A","N/A","N/A","N/A","Possible","Electronics","$128.05","N/A","N/A",,"N/A","N/A"
"ORD10351","CUST1157","PROD1026","2025-06-10",2,"$481.53 ","Jason Stein","ryanbartlett@guerra.com","N/A","1998-03-13","PAY10421","Credit Card","Pending","2024-09-13","Another","Electronics","$244.33","SHP10147","Express","2025-07-16","Pending","Waiting"
"ORD10352","CUST1083","PROD1036","2024-12-14",3,"$98.97 ","Paul Jones","adam29@hotmail.com","Male","1991-02-13","PAY10391","Cash","Pending","2025-03-26","Challenge","Clothing","$149.59","N/A","N/A",,"N/A","N/A"
"ORD10353","CUST1127","PROD1032","2025-04-04",4,"$251.89","Jason Powell","fgilbert@gmail.com","N/A","1958-06-21","N/A","N/A","N/A","N/A","Somebody","Groceries","$37.05","SHP10172","Pickup","2025-07-16","Pending","Waiting"
"ORD10354","CUST1127","PROD1001","2025-06-29",1,"$472.89","Jason Powell","fgilbert@gmail.com","N/A","1958-06-21","N/A","N/A","N/A","N/A","Budget","Clothing","$219.77","SHP10353","Pickup","2025-07-16","In Transit","Shipping"
"ORD10355","CUST1061","PROD1013","2025-02-10",5,"$179.68","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","PAY10036","E-Wallet","Failed","2024-10-10","Design","Books","$199.5","N/A","N/A",,"N/A","N/A"
"ORD10356","CUST1072","PROD1031","2024-11-21",5,"$441.76","Brittney Phillips","fjones@yahoo.com","Male","1987-01-30","PAY10388","Cash","Pending","2025-04-15","Director","Electronics","$14.28","N/A","N/A",,"N/A","N/A"
"ORD10357","CUST1073","PROD1034","2024-12-12",1,"$424.35","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","SHP10334","Express","2025-07-16","In Transit","Shipping"
"ORD10358","CUST1034","PROD1016","2025-05-05",3,"$383.11","Debra Davidson","tylerjohnson@hotmail.com","Female","1972-04-14","PAY10398","E-Wallet","Pending","2024-08-24","Phone","Beauty","$221.18","N/A","N/A",,"N/A","N/A"
"ORD10359","CUST1011","PROD1025","2025-04-29",1,"$287.29 ","Jamie Arnold","tkerr@hotmail.com","N/A","1977-06-24","N/A","N/A","N/A","N/A","Sit","Beauty","$31.86","N/A","N/A",,"N/A","N/A"
"ORD10360","CUST1092","PROD1035","2024-09-08",3,"$41.4","Denise Jacobs","sandersjudy@yahoo.com","Male","1990-04-20","PAY10208","Bank Transfer","Pending","2024-08-06","Arrive","Groceries","$127.86","SHP10186","Standard","2025-07-16","In Transit","Shipping"
"ORD10361","CUST1195","PROD1035","2025-05-18",3,"$413.53","Allen Rosales","adampierce@russell.info","Male","1978-02-04","N/A","N/A","N/A","N/A","Arrive","Groceries","$127.86","N/A","N/A",,"N/A","N/A"
"ORD10362","CUST1032","PROD1006","2025-04-09",4,"$189.73","Tricia Valencia","mcantu@hotmail.com","Female","1971-06-03","N/A","N/A","N/A","N/A","Possible","Electronics","$128.05","N/A","N/A",,"N/A","N/A"
"ORD10363","CUST1142","PROD1023","2025-04-23",2,"$103.53","Patricia Rodriguez","sergio59@yahoo.com","Male","1983-05-17","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","SHP10070","Express","2025-07-16","In Transit","Shipping"
"ORD10364","CUST1128","PROD1002","2024-08-15",1,"$24.26","Cameron Fisher","marydunn@hotmail.com","N/A","1992-07-25","PAY10021","Cash","Completed","2025-02-16","Almost","Groceries","$265.89","N/A","N/A",,"N/A","N/A"
"ORD10365","CUST1121","PROD1033","2025-01-26",4,"$78.73 ","Kenneth Scott","lisasolis@gmail.com","N/A","1985-05-25","N/A","N/A","N/A","N/A","Treat","Groceries","$228.53","N/A","N/A",,"N/A","N/A"
"ORD10366","CUST1083","PROD1039","2025-05-01",3,"$85.44","Paul Jones","adam29@hotmail.com","Male","1991-02-13","PAY10043","Bank Transfer","Pending","2025-03-17","East","Electronics","$57.74","SHP10316","Express","2025-07-16","Pending","Waiting"
"ORD10367","CUST1151","PROD1021","2024-11-27",5,"$415.0","Pamela Boyd","jenna88@yahoo.com","Female","1974-01-28","N/A","N/A","N/A","N/A","Score","Beauty","$50.65","SHP10225","Express","2025-07-16","In Transit","Shipping"
"ORD10368","CUST1181","PROD1036","2024-08-05",3,"$240.07","Tina Sanders","mark16@parker.com","Female","1954-10-11","PAY10471","Bank Transfer","Pending","2025-02-20","Challenge","Clothing","$149.59","N/A","N/A",,"N/A","N/A"
"ORD10369","CUST1094","PROD1021","2024-08-22",1,"$490.05","John Whitehead","usmith@solis.info","N/A","1990-06-25","PAY10148","E-Wallet","Failed","2024-08-07","Score","Beauty","$50.65","SHP10340","Express","2025-07-16","In Transit","Shipping"
"ORD10370","CUST1185","PROD1044","2025-01-01",1,"$300.47","Dr. Hannah Patterson","thorntonapril@hotmail.com","Male","1986-01-18","N/A","N/A","N/A","N/A","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10371","CUST1167","PROD1049","2024-10-14",5,"$290.93","Alyssa Day","john14@wright-davis.com","Male","2000-12-31","N/A","N/A","N/A","N/A","Tell","Clothing","$151.13","N/A","N/A",,"N/A","N/A"
"ORD10372","CUST1149","PROD1030","2025-06-06",2,"$264.5","Stephanie Manning","wendymitchell@yahoo.com","N/A","1986-08-31","PAY10086","Cash","Pending","2024-10-07","Notice","Books","$166.77","SHP10048","Express","2025-07-16","In Transit","Shipping"
"ORD10373","CUST1037","PROD1043","2024-08-14",2,"$20.63","Cassandra Gaines","harrisontanya@hanson-sanders.com","N/A","1984-12-09","N/A","N/A","N/A","N/A","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10374","CUST1048","PROD1001","2024-11-25",4,"$160.28 ","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","PAY10387","Bank Transfer","Failed","2025-01-19","Budget","Clothing","$219.77","N/A","N/A",,"N/A","N/A"
"ORD10375","CUST1105","PROD1044","2025-03-08",2,"$208.14","Marc Moore","ycarpenter@hotmail.com","Female","1991-01-22","PAY10264","E-Wallet","Pending","2025-04-16","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10376","CUST1188","PROD1046","2025-05-10",1,"$354.36 ","Madison Poole","joshuaevans@wise-bush.info","Male","1991-08-04","N/A","N/A","N/A","N/A","Piece","Clothing","$221.85","SHP10267","Pickup","2025-07-16","Pending","Waiting"
"ORD10377","CUST1143","PROD1020","2025-03-11",4,"$265.11","Christopher Rubio","jonesdana@yahoo.com","Male","1977-12-26","PAY10152","Cash","Completed","2024-12-01","Remember","Books","$165.52","SHP10241","Standard","2025-07-16","In Transit","Shipping"
"ORD10378","CUST1044","PROD1029","2025-03-04",5,"$174.45","Angelica Tucker","stevenking@estrada-nolan.info","Male","1993-07-10","N/A","N/A","N/A","N/A","East","Electronics","$199.12","N/A","N/A",,"N/A","N/A"
"ORD10379","CUST1173","PROD1049","2024-12-17",3,"$306.99 ","Matthew Harrington","amanda16@gmail.com","N/A","1962-08-12","N/A","N/A","N/A","N/A","Tell","Clothing","$151.13","N/A","N/A",,"N/A","N/A"
"ORD10380","CUST1063","PROD1017","2025-05-12",5,"$152.76","Donald Wright","sandersjames@gmail.com","Female","2001-07-07","PAY10007","Cash","Failed","2024-10-20","Along","Clothing","$242.17","N/A","N/A",,"N/A","N/A"
"ORD10381","CUST1197","PROD1018","2024-11-19",2,"$346.67","Spencer Haynes","lkhan@osborn.info","Female","1973-04-19","N/A","N/A","N/A","N/A","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10382","CUST1081","PROD1030","2024-07-27",3,"$282.44","Mike Allen","lynchdiane@hotmail.com","Female","1986-07-31","PAY10408","E-Wallet","Failed","2025-02-10","Notice","Books","$166.77","SHP10076","Express","2025-07-16","Pending","Waiting"
"ORD10383","CUST1073","PROD1007","2025-03-19",5,"$339.93","Lauren Daniels","martinezclaudia@kelley.net","Male","1964-12-18","N/A","N/A","N/A","N/A","Space","Groceries","$37.35","SHP10374","Standard","2025-07-16","Delivered","Success"
"ORD10384","CUST1101","PROD1022","2024-10-30",2,"$148.77","Cameron Parker","edward17@yahoo.com","N/A","1991-10-22","PAY10224","Credit Card","Pending","2024-09-22","Turn","Books","$63.21","N/A","N/A",,"N/A","N/A"
"ORD10385","CUST1182","PROD1005","2025-05-16",3,"$462.38","Angela Vaughn","tammy99@gmail.com","N/A","2005-12-30","PAY10447","Bank Transfer","Pending","2025-01-14","Kind","Beauty","$147.16","N/A","N/A",,"N/A","N/A"
"ORD10386","CUST1191","PROD1030","2025-01-06",2,"$105.02","Karen Graham","kellyroberts@hotmail.com","Male","1980-05-07","PAY10042","Cash","Completed","2025-04-08","Notice","Books","$166.77","SHP10287","Standard","2025-07-16","Delivered","Success"
"ORD10387","CUST1143","PROD1044","2025-01-22",3,"$72.95 ","Christopher Rubio","jonesdana@yahoo.com","Male","1977-12-26","N/A","N/A","N/A","N/A","From","Electronics","$92.72","SHP10011","Standard","2025-07-16","Pending","Waiting"
"ORD10388","CUST1062","PROD1003","2024-10-12",5,"$116.71 ","Connor West","jeff73@garcia-jennings.net","N/A","1975-09-14","PAY10081","E-Wallet","Pending","2024-12-11","Table","Electronics","$177.1","N/A","N/A",,"N/A","N/A"
"ORD10389","CUST1013","PROD1006","2024-12-01",4,"$168.5","Michele Williams","colleenbaker@moore.net","Male","1993-03-06","PAY10478","E-Wallet","Pending","2024-08-18","Possible","Electronics","$128.05","N/A","N/A",,"N/A","N/A"
"ORD10390","CUST1025","PROD1043","2025-02-15",2,"$7.56 ","Judy Baker","mgutierrez@cox.com","Male","1981-10-25","PAY10293","Cash","Completed","2024-09-24","Parent","Books","$237.69","SHP10203","Standard","2025-07-16","In Transit","Shipping"
"ORD10391","CUST1104","PROD1041","2025-07-16",4,"$241.34 ","Richard Henson","newmantiffany@gmail.com","N/A","1993-07-06","PAY10312","Bank Transfer","Completed","2024-09-19","Whom","Electronics","$123.22","N/A","N/A",,"N/A","N/A"
"ORD10392","CUST1193","PROD1018","2024-12-08",3,"$146.28","Angelica Keith","danielyang@gmail.com","Female","1971-05-20","N/A","N/A","N/A","N/A","Likely","Groceries","$41.69","N/A","N/A",,"N/A","N/A"
"ORD10393","CUST1196","PROD1005","2024-12-30",5,"$119.95","Daniel Salinas","manuel01@andrews.com","Male","1965-02-04","N/A","N/A","N/A","N/A","Kind","Beauty","$147.16","SHP10139","Standard","2025-07-16","In Transit","Shipping"
"ORD10394","CUST1044","PROD1026","2024-09-26",2,"$467.29","Angelica Tucker","stevenking@estrada-nolan.info","Male","1993-07-10","PAY10171","E-Wallet","Completed","2025-06-09","Another","Electronics","$244.33","N/A","N/A",,"N/A","N/A"
"ORD10395","CUST1101","PROD1031","2025-04-05",2,"$468.62","Cameron Parker","edward17@yahoo.com","N/A","1991-10-22","PAY10476","Credit Card","Pending","2025-04-01","Director","Electronics","$14.28","SHP10240","Pickup","2025-07-16","Delivered","Success"
"ORD10396","CUST1009","PROD1000","2025-02-28",3,"$286.14","Ryan Munoz","rayglenda@gmail.com","Male","1955-07-02","PAY10095","E-Wallet","Pending","2025-03-11","Southern","Electronics","$166.38","SHP10133","Pickup","2025-07-16","In Transit","Shipping"
"ORD10397","CUST1085","PROD1018","2025-03-29",4,"$494.6","Daniel Baker","nicholaschavez@wood.com","Female","1969-05-27","PAY10466","Bank Transfer","Completed","2025-01-12","Likely","Groceries","$41.69","SHP10430","Pickup","2025-07-16","In Transit","Shipping"
"ORD10398","CUST1034","PROD1032","2024-12-10",4,"$140.05","Debra Davidson","tylerjohnson@hotmail.com","Female","1972-04-14","N/A","N/A","N/A","N/A","Somebody","Groceries","$37.05","SHP10236","Pickup","2025-07-16","Delivered","Success"
"ORD10399","CUST1084","PROD1010","2024-08-18",4,"$325.9 ","Zachary Ferrell","thomascynthia@gmail.com","N/A","1999-09-25","N/A","N/A","N/A","N/A","Visit","Beauty","$129.22","N/A","N/A",,"N/A","N/A"
"ORD10400","CUST1003","PROD1047","2025-05-11",3,"$396.43 ","Daniel Wagner","qnelson@gmail.com","N/A","2004-04-17","N/A","N/A","N/A","N/A","Spring","Books","$237.17","SHP10474","Pickup","2025-07-16","Pending","Waiting"
"ORD10401","CUST1044","PROD1039","2025-03-13",4,"$414.36","Angelica Tucker","stevenking@estrada-nolan.info","Male","1993-07-10","N/A","N/A","N/A","N/A","East","Electronics","$57.74","N/A","N/A",,"N/A","N/A"
"ORD10402","CUST1022","PROD1025","2024-11-07",1,"$96.47 ","Ethan Adams","manuel12@yahoo.com","N/A","1989-08-09","PAY10329","Credit Card","Failed","2024-08-11","Sit","Beauty","$31.86","SHP10093","Express","2025-07-16","In Transit","Shipping"
"ORD10403","CUST1122","PROD1020","2025-05-21",2,"$8.38","April Frost","davidsonmorgan@hotmail.com","Female","1963-07-09","PAY10340","Credit Card","Failed","2024-12-25","Remember","Books","$165.52","SHP10496","Standard","2025-07-16","In Transit","Shipping"
"ORD10404","CUST1060","PROD1028","2024-10-19",3,"$477.25","Victoria Garcia","qchavez@horton.com","Female","2002-06-02","PAY10365","Bank Transfer","Failed","2024-07-28","Leg","Clothing","$38.39","SHP10465","Express","2025-07-16","In Transit","Shipping"
"ORD10405","CUST1149","PROD1046","2025-04-18",5,"$10.66","Stephanie Manning","wendymitchell@yahoo.com","N/A","1986-08-31","N/A","N/A","N/A","N/A","Piece","Clothing","$221.85","N/A","N/A",,"N/A","N/A"
"ORD10406","CUST1177","PROD1015","2024-08-13",1,"$335.55","Michael Wang","cporter@taylor.info","Male","1990-07-12","PAY10232","Cash","Failed","2024-09-11","Blood","Groceries","$27.58","N/A","N/A",,"N/A","N/A"
"ORD10407","CUST1078","PROD1010","2024-08-16",4,"$344.61","Steve Sanchez","jenkinsmorgan@yahoo.com","N/A","1982-11-02","N/A","N/A","N/A","N/A","Visit","Beauty","$129.22","SHP10146","Pickup","2025-07-16","Delivered","Success"
"ORD10408","CUST1176","PROD1007","2024-10-28",3,"$186.93 ","Michael Elliott","theresalong@grant-diaz.com","N/A","1981-04-15","PAY10353","Bank Transfer","Pending","2025-05-18","Space","Groceries","$37.35","N/A","N/A",,"N/A","N/A"
"ORD10409","CUST1056","PROD1008","2024-09-13",4,"$80.83","Timothy Duncan","vrichardson@baker.com","Male","1965-05-29","PAY10272","Credit Card","Pending","2024-10-10","Would","Clothing","$201.1","N/A","N/A",,"N/A","N/A"
"ORD10410","CUST1106","PROD1044","2024-12-10",5,"$456.83 ","Sharon Cherry","kstout@lopez.com","Male","1964-09-26","N/A","N/A","N/A","N/A","From","Electronics","$92.72","N/A","N/A",,"N/A","N/A"
"ORD10411","CUST1195","PROD1015","2025-04-18",5,"$437.2","Allen Rosales","adampierce@russell.info","Male","1978-02-04","PAY10200","Cash","Failed","2025-06-23","Blood","Groceries","$27.58","N/A","N/A",,"N/A","N/A"
"ORD10412","CUST1134","PROD1028","2025-05-16",5,"$353.36","Rebecca Jackson","john19@sherman.com","N/A","1981-06-26","N/A","N/A","N/A","N/A","Leg","Clothing","$38.39","SHP10012","Standard","2025-07-16","In Transit","Shipping"
"ORD10413","CUST1144","PROD1007","2025-03-19",1,"$415.24 ","Amber Wright","thomascathy@johnson-jones.com","Male","2002-03-15","N/A","N/A","N/A","N/A","Space","Groceries","$37.35","SHP10029","Standard","2025-07-16","Delivered","Success"
"ORD10414","CUST1146","PROD1034","2024-09-13",2,"$86.45","Victoria Larson","xrush@hines-berry.net","Male","1991-05-14","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","SHP10433","Express","2025-07-16","Pending","Waiting"
"ORD10415","CUST1029","PROD1043","2025-04-29",2,"$359.87","Anthony Rodriguez","yarnold@weeks.com","N/A","1964-02-09","N/A","N/A","N/A","N/A","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10416","CUST1023","PROD1032","2024-12-14",4,"$405.3","Tommy Walter","zroberts@hotmail.com","Male","1976-11-08","N/A","N/A","N/A","N/A","Somebody","Groceries","$37.05","N/A","N/A",,"N/A","N/A"
"ORD10417","CUST1033","PROD1032","2024-11-15",4,"$231.12","Nathan Maldonado","xhall@williams-garner.biz","N/A","1955-01-02","N/A","N/A","N/A","N/A","Somebody","Groceries","$37.05","SHP10429","Express","2025-07-16","In Transit","Shipping"
"ORD10418","CUST1143","PROD1029","2024-12-03",3,"$363.02","Christopher Rubio","jonesdana@yahoo.com","Male","1977-12-26","N/A","N/A","N/A","N/A","East","Electronics","$199.12","N/A","N/A",,"N/A","N/A"
"ORD10419","CUST1065","PROD1000","2024-08-26",2,"$291.26","Amber Kidd","buchananjohn@buchanan.com","Male","1998-01-02","PAY10106","E-Wallet","Pending","2024-08-08","Southern","Electronics","$166.38","SHP10086","Pickup","2025-07-16","In Transit","Shipping"
"ORD10420","CUST1108","PROD1022","2024-08-20",1,"$272.88","Evelyn Galvan","benjaminzimmerman@warren-bishop.com","Male","1976-11-13","N/A","N/A","N/A","N/A","Turn","Books","$63.21","N/A","N/A",,"N/A","N/A"
"ORD10421","CUST1017","PROD1030","2024-07-18",1,"$147.11 ","Derek Zuniga","brooke94@martinez-barker.biz","Male","1966-06-25","N/A","N/A","N/A","N/A","Notice","Books","$166.77","N/A","N/A",,"N/A","N/A"
"ORD10422","CUST1196","PROD1008","2024-11-12",4,"$190.36","Daniel Salinas","manuel01@andrews.com","Male","1965-02-04","PAY10213","Credit Card","Pending","2025-02-05","Would","Clothing","$201.1","SHP10030","Express","2025-07-16","In Transit","Shipping"
"ORD10423","CUST1114","PROD1024","2025-01-04",4,"$44.72 ","Garrett Lin","bromero@parker-bean.com","N/A","2003-04-30","PAY10385","Bank Transfer","Pending","2025-03-11","Election","Groceries","$263.6","N/A","N/A",,"N/A","N/A"
"ORD10424","CUST1167","PROD1022","2024-12-02",1,"$93.34","Alyssa Day","john14@wright-davis.com","Male","2000-12-31","N/A","N/A","N/A","N/A","Turn","Books","$63.21","SHP10102","Standard","2025-07-16","Delivered","Success"
"ORD10425","CUST1135","PROD1008","2025-05-07",2,"$418.24","Jose Schultz","epollard@white.info","Female","1971-11-09","PAY10183","Bank Transfer","Failed","2025-05-25","Would","Clothing","$201.1","SHP10329","Pickup","2025-07-16","In Transit","Shipping"
"ORD10426","CUST1076","PROD1029","2024-10-28",5,"$214.94","Angela Lopez","ronald45@mcdaniel.com","Female","1995-10-05","PAY10301","E-Wallet","Failed","2025-02-20","East","Electronics","$199.12","SHP10249","Express","2025-07-16","In Transit","Shipping"
"ORD10427","CUST1058","PROD1015","2024-08-24",4,"$176.35","Brent Jordan","cwilson@gmail.com","Male","2001-03-24","N/A","N/A","N/A","N/A","Blood","Groceries","$27.58","SHP10193","Express","2025-07-16","In Transit","Shipping"
"ORD10428","CUST1048","PROD1046","2024-09-05",1,"$20.95","Joshua Blair","andrew64@gmail.com","Female","1979-01-03","N/A","N/A","N/A","N/A","Piece","Clothing","$221.85","SHP10140","Standard","2025-07-16","Pending","Waiting"
"ORD10429","CUST1157","PROD1049","2024-08-18",1,"$124.13","Jason Stein","ryanbartlett@guerra.com","N/A","1998-03-13","N/A","N/A","N/A","N/A","Tell","Clothing","$151.13","N/A","N/A",,"N/A","N/A"
"ORD10430","CUST1025","PROD1038","2024-09-26",1,"$225.99","Judy Baker","mgutierrez@cox.com","Male","1981-10-25","N/A","N/A","N/A","N/A","Figure","Electronics","$271.71","N/A","N/A",,"N/A","N/A"
"ORD10431","CUST1062","PROD1047","2024-12-30",1,"$204.12 ","Connor West","jeff73@garcia-jennings.net","N/A","1975-09-14","N/A","N/A","N/A","N/A","Spring","Books","$237.17","N/A","N/A",,"N/A","N/A"
"ORD10432","CUST1138","PROD1013","2025-01-06",1,"$74.37","David Alvarez","joshua56@paul-kline.biz","Male","1969-05-14","N/A","N/A","N/A","N/A","Design","Books","$199.5","SHP10198","Standard","2025-07-16","In Transit","Shipping"
"ORD10433","CUST1059","PROD1046","2025-02-17",5,"$162.86","John Daniel","pwilson@hotmail.com","N/A","1988-09-26","PAY10386","Bank Transfer","Completed","2025-06-27","Piece","Clothing","$221.85","N/A","N/A",,"N/A","N/A"
"ORD10434","CUST1060","PROD1019","2025-02-16",2,"$492.92 ","Victoria Garcia","qchavez@horton.com","Female","2002-06-02","N/A","N/A","N/A","N/A","Piece","Clothing","$65.56","SHP10400","Standard","2025-07-16","In Transit","Shipping"
"ORD10435","CUST1105","PROD1019","2025-01-31",3,"$35.17 ","Marc Moore","ycarpenter@hotmail.com","Female","1991-01-22","N/A","N/A","N/A","N/A","Piece","Clothing","$65.56","N/A","N/A",,"N/A","N/A"
"ORD10436","CUST1160","PROD1043","2024-12-21",4,"$280.15","Paul Castaneda","colleenmendez@gmail.com","N/A","1983-02-23","N/A","N/A","N/A","N/A","Parent","Books","$237.69","N/A","N/A",,"N/A","N/A"
"ORD10437","CUST1088","PROD1041","2024-08-25",4,"$393.97","Lisa Archer","reeddaniel@gregory.com","N/A","2000-11-01","PAY10194","Bank Transfer","Failed","2025-02-19","Whom","Electronics","$123.22","N/A","N/A",,"N/A","N/A"
"ORD10438","CUST1178","PROD1026","2024-07-26",4,"$78.86","Lawrence Adkins","catherinerobertson@yahoo.com","N/A","1963-03-17","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","SHP10289","Standard","2025-07-16","In Transit","Shipping"
"ORD10439","CUST1047","PROD1048","2024-08-19",5,"$239.39 ","Shane Henderson","gcastaneda@james.org","Male","1999-01-09","N/A","N/A","N/A","N/A","Remember","Beauty","$201.94","N/A","N/A",,"N/A","N/A"
"ORD10440","CUST1076","PROD1045","2024-11-30",2,"$403.86","Angela Lopez","ronald45@mcdaniel.com","Female","1995-10-05","PAY10216","Cash","Failed","2024-11-21","Participant","Groceries","$212.01","N/A","N/A",,"N/A","N/A"
"ORD10441","CUST1143","PROD1026","2025-02-16",4,"$280.86 ","Christopher Rubio","jonesdana@yahoo.com","Male","1977-12-26","N/A","N/A","N/A","N/A","Another","Electronics","$244.33","N/A","N/A",,"N/A","N/A"
"ORD10442","CUST1099","PROD1015","2024-08-21",3,"$105.65","Stephen Mckee","kathleenrios@bean.info","Female","1962-03-05","PAY10337","Bank Transfer","Completed","2024-12-12","Blood","Groceries","$27.58","N/A","N/A",,"N/A","N/A"
"ORD10443","CUST1115","PROD1023","2025-03-04",1,"$270.14 ","Diana May","jeremytaylor@gmail.com","N/A","1994-03-23","N/A","N/A","N/A","N/A","Anything","Beauty","$144.16","SHP10121","Express","2025-07-16","Delivered","Success"
"ORD10444","CUST1013","PROD1017","2025-03-05",4,"$338.47","Michele Williams","colleenbaker@moore.net","Male","1993-03-06","PAY10300","Bank Transfer","Failed","2025-03-21","Along","Clothing","$242.17","N/A","N/A",,"N/A","N/A"
"ORD10445","CUST1018","PROD1012","2025-05-16",5,"$363.53 ","Lisa Jackson","mkim@gmail.com","Male","1996-02-12","N/A","N/A","N/A","N/A","Effect","Clothing","$25.71","SHP10407","Pickup","2025-07-16","Delivered","Success"
"ORD10446","CUST1122","PROD1013","2024-11-18",3,"$155.08","April Frost","davidsonmorgan@hotmail.com","Female","1963-07-09","N/A","N/A","N/A","N/A","Design","Books","$199.5","N/A","N/A",,"N/A","N/A"
"ORD10447","CUST1054","PROD1012","2025-06-16",1,"$374.71","Shannon Jones","linda71@gmail.com","Female","1986-03-18","N/A","N/A","N/A","N/A","Effect","Clothing","$25.71","N/A","N/A",,"N/A","N/A"
"ORD10448","CUST1062","PROD1044","2024-12-12",5,"$353.37","Connor West","jeff73@garcia-jennings.net","N/A","1975-09-14","PAY10050","E-Wallet","Failed","2025-07-07","From","Electronics","$92.72","SHP10463","Express","2025-07-16","Delivered","Success"
"ORD10449","CUST1061","PROD1035","2024-07-20",3,"$388.88","Gerald Hensley","basschristina@yahoo.com","N/A","2006-12-05","PAY10037","Cash","Failed","2024-09-04","Arrive","Groceries","$127.86","N/A","N/A",,"N/A","N/A"
"ORD10450","CUST1119","PROD1034","2024-11-06",3,"$157.67","Jeffrey Chandler","kylestokes@mckee-lee.org","Female","1984-11-08","N/A","N/A","N/A","N/A","Stand","Clothing","$78.55","N/A","N/A",,"N/A","N/A"
"ORD10451","CUST1131","PROD1031","2024-12-23",4,"$53.81","Dustin Jordan","jennifercarter@mendez.org","N/A","1975-07-06","PAY10403","Bank Transfer","Completed","2025-04-12","Director","Electronics","$14.28","N/A","N/A",,"N/A","N/A"
"ORD10452","CUST1194","PROD1020","2024-12-13",2,"$188.5","John Bishop","santiagoamanda@hall.info","Female","1985-11-19","PAY10400","Cash","Completed","2024-10-03","Remember","Books","$165.52","N/A","N/A",,"N/A","N/A"
"ORD10453","CUST1011","PROD1036","2025-05-14",2,"$371.92","Jamie Arnold","tkerr@hotmail.com","N/A","1977-06-24","PAY10207","Bank Transfer","Completed","2024-08-20","Challenge","Clothing","$149.59","SHP10261","Pickup","2025-07-16","Delivered","Success"
"ORD10454","CUST1066","PROD1035","2024-08-17",5,"$291.68","Tracy House","lisahall@kramer.com","N/A","1974-08-14","N/A","N/A","N/A","N/A","Arrive","Groceries","$127.86","SHP10016","Standard","2025-07-16","Pending","Waiting"
"ORD10455","CUST1075","PROD1009","2025-04-23",2,"$168.28","Sarah Moore","russellbeasley@morgan-chavez.biz","Female","2005-06-04","N/A","N/A","N/A","N/A","Use","Clothing","$112.75","N/A","N/A",,"N/A","N/A"
"ORD10456","CUST1145","PROD1015","2025-06-30",4,"$277.57","Joyce Solis","cherring@hotmail.com","N/A","1958-11-17","PAY10330","E-Wallet","Failed","2024-11-29","Blood","Groceries","$27.58","SHP10354","Standard","2025-07-16","Delivered","Success"
